Community Area,Primary Type,Year,Number of Reported Crimes
36,CRIM SEXUAL ASSAULT,2013,18413274
36,CRIM SEXUAL ASSAULT,2014,29253653
36,CRIM SEXUAL ASSAULT,2015,61134123
36,CRIM SEXUAL ASSAULT,2016,42287696
36,CRIM SEXUAL ASSAULT,2017,55108625
36,CRIMINAL DAMAGE,2002,256844357
36,CRIMINAL DAMAGE,2003,281049855
36,CRIMINAL DAMAGE,2004,457703276
36,CRIMINAL DAMAGE,2005,465155104
36,CRIMINAL DAMAGE,2006,442348625
36,CRIMINAL DAMAGE,2007,499353536
36,CRIMINAL DAMAGE,2008,615740061
36,CRIMINAL DAMAGE,2009,665080979
36,CRIMINAL DAMAGE,2010,732580693
36,CRIMINAL DAMAGE,2011,720650110
36,CRIMINAL DAMAGE,2012,922605893
36,CRIMINAL DAMAGE,2013,698397569
36,CRIMINAL DAMAGE,2014,835730875
36,CRIMINAL DAMAGE,2015,822453497
36,CRIMINAL DAMAGE,2016,952437031
36,CRIMINAL DAMAGE,2017,1210623929
36,CRIMINAL DAMAGE,2018,405136788
36,CRIMINAL TRESPASS,2002,128056061
36,CRIMINAL TRESPASS,2003,73337011
36,CRIMINAL TRESPASS,2004,124929610
36,CRIMINAL TRESPASS,2005,142221384
36,CRIMINAL TRESPASS,2006,58524190
36,CRIMINAL TRESPASS,2007,187840904
36,CRIMINAL TRESPASS,2008,242791693
36,CRIMINAL TRESPASS,2009,189773512
36,CRIMINAL TRESPASS,2010,205331633
36,CRIMINAL TRESPASS,2011,236195866
36,CRIMINAL TRESPASS,2012,278821420
36,CRIMINAL TRESPASS,2013,678858320
36,CRIMINAL TRESPASS,2014,396642336
36,CRIMINAL TRESPASS,2015,182793330
36,CRIMINAL TRESPASS,2016,169664537
36,CRIMINAL TRESPASS,2017,241248292
36,CRIMINAL TRESPASS,2018,56226676
36,DECEPTIVE PRACTICE,2001,2292555
36,DECEPTIVE PRACTICE,2002,41491006
36,DECEPTIVE PRACTICE,2003,48402714
36,DECEPTIVE PRACTICE,2004,41517908
36,DECEPTIVE PRACTICE,2005,50513583
36,DECEPTIVE PRACTICE,2006,70087942
36,DECEPTIVE PRACTICE,2007,118786720
36,DECEPTIVE PRACTICE,2008,162347062
36,DECEPTIVE PRACTICE,2009,196038688
36,DECEPTIVE PRACTICE,2010,56080951
36,DECEPTIVE PRACTICE,2011,110977107
36,DECEPTIVE PRACTICE,2012,168006245
36,DECEPTIVE PRACTICE,2013,281849323
36,DECEPTIVE PRACTICE,2014,334855691
36,DECEPTIVE PRACTICE,2015,429410388
36,DECEPTIVE PRACTICE,2016,382324770
36,DECEPTIVE PRACTICE,2017,430219504
36,DECEPTIVE PRACTICE,2018,191295975
36,GAMBLING,2002,8978082
36,GAMBLING,2004,10459060
36,GAMBLING,2006,15344569
36,GAMBLING,2007,11356715
36,GAMBLING,2008,6299085
36,GAMBLING,2009,20851756
36,GAMBLING,2010,30321224
36,GAMBLING,2011,8167100
36,GAMBLING,2012,26317787
36,GAMBLING,2013,36888849
36,HOMICIDE,2001,1136
36,HOMICIDE,2002,6867
36,HOMICIDE,2005,6775
36,HOMICIDE,2009,19161
36,HOMICIDE,2010,39154
36,HOMICIDE,2011,40013
36,HOMICIDE,2012,20639
36,HOMICIDE,2015,65997
36,HOMICIDE,2016,91791
36,INTERFERENCE WITH PUBLIC OFFICER,2002,2105734
36,INTERFERENCE WITH PUBLIC OFFICER,2004,10123609
36,INTERFERENCE WITH PUBLIC OFFICER,2006,9528834
36,INTERFERENCE WITH PUBLIC OFFICER,2007,17365176
36,INTERFERENCE WITH PUBLIC OFFICER,2008,6345378
36,INTERFERENCE WITH PUBLIC OFFICER,2011,8341886
36,INTERFERENCE WITH PUBLIC OFFICER,2013,9411145
36,INTIMIDATION,2002,4598960
36,INTIMIDATION,2004,3359413
36,INTIMIDATION,2006,9862443
36,INTIMIDATION,2007,11013768
36,INTIMIDATION,2011,8372019
36,INTIMIDATION,2014,9780984
36,INTIMIDATION,2016,10534528
36,KIDNAPPING,2002,2442947
36,KIDNAPPING,2003,5988879
36,KIDNAPPING,2006,4733238
36,KIDNAPPING,2008,6047322
36,KIDNAPPING,2011,8106050
36,KIDNAPPING,2016,21124142
36,KIDNAPPING,2017,10834347
36,LIQUOR LAW VIOLATION,2007,5651453
36,LIQUOR LAW VIOLATION,2012,8643134
36,MOTOR VEHICLE THEFT,2001,1719659
36,MOTOR VEHICLE THEFT,2002,104785178
36,MOTOR VEHICLE THEFT,2003,129863107
36,MOTOR VEHICLE THEFT,2004,142080460
36,MOTOR VEHICLE THEFT,2005,282365585
36,MOTOR VEHICLE THEFT,2006,263970486
36,MOTOR VEHICLE THEFT,2007,192575664
36,MOTOR VEHICLE THEFT,2008,246601093
36,MOTOR VEHICLE THEFT,2009,259784110
36,MOTOR VEHICLE THEFT,2010,328545415
36,MOTOR VEHICLE THEFT,2011,283817593
36,MOTOR VEHICLE THEFT,2012,207708455
36,MOTOR VEHICLE THEFT,2013,229835169
36,MOTOR VEHICLE THEFT,2014,349629282
36,MOTOR VEHICLE THEFT,2015,385859848
36,MOTOR VEHICLE THEFT,2016,412028107
36,MOTOR VEHICLE THEFT,2017,394873691
36,MOTOR VEHICLE THEFT,2018,101142276
36,NARCOTICS,2002,214008146
36,NARCOTICS,2003,190167427
36,NARCOTICS,2004,246508712
36,NARCOTICS,2005,341497500
36,NARCOTICS,2006,333810693
36,NARCOTICS,2007,858739665
36,NARCOTICS,2008,1175443078
36,NARCOTICS,2009,489880296
36,NARCOTICS,2010,464623078
36,NARCOTICS,2011,364552077
36,NARCOTICS,2012,259456901
36,NARCOTICS,2013,451160355
36,NARCOTICS,2014,192754464
36,NARCOTICS,2015,203764646
36,NARCOTICS,2016,74045524
36,NON-CRIMINAL,2016,10676939
36,OBSCENITY,2015,10082252
36,OBSCENITY,2016,10421058
36,OBSCENITY,2017,11150367
36,OFFENSE INVOLVING CHILDREN,2002,13925500
36,OFFENSE INVOLVING CHILDREN,2003,22531232
36,OFFENSE INVOLVING CHILDREN,2004,30579575
36,OFFENSE INVOLVING CHILDREN,2005,69875891
36,OFFENSE INVOLVING CHILDREN,2006,83395837
36,OFFENSE INVOLVING CHILDREN,2007,38191798
36,OFFENSE INVOLVING CHILDREN,2008,52444352
36,OFFENSE INVOLVING CHILDREN,2009,62980117
36,OFFENSE INVOLVING CHILDREN,2010,55411547
36,OFFENSE INVOLVING CHILDREN,2011,65219894
36,OFFENSE INVOLVING CHILDREN,2012,156645021
36,OFFENSE INVOLVING CHILDREN,2013,65249822
36,OFFENSE INVOLVING CHILDREN,2014,29222024
36,OFFENSE INVOLVING CHILDREN,2015,81478434
36,OFFENSE INVOLVING CHILDREN,2016,53424177
36,OFFENSE INVOLVING CHILDREN,2017,21970702
36,OFFENSE INVOLVING CHILDREN,2018,22569298
36,OTHER OFFENSE,2001,1873670
36,OTHER OFFENSE,2002,125884259
36,OTHER OFFENSE,2003,190416583
36,OTHER OFFENSE,2004,286391218
36,OTHER OFFENSE,2005,235434759
36,OTHER OFFENSE,2006,429447132
36,OTHER OFFENSE,2007,333409525
36,OTHER OFFENSE,2008,482252669
36,OTHER OFFENSE,2009,575618409
36,OTHER OFFENSE,2010,605882308
36,OTHER OFFENSE,2011,602616986
36,OTHER OFFENSE,2012,573542883
36,OTHER OFFENSE,2013,589334770
36,OTHER OFFENSE,2014,390511019
36,OTHER OFFENSE,2015,519606086
36,OTHER OFFENSE,2016,583247528
36,OTHER OFFENSE,2017,726747363
36,OTHER OFFENSE,2018,270180644
36,PUBLIC INDECENCY,2007,5902278
36,PUBLIC PEACE VIOLATION,2002,2262835
36,PUBLIC PEACE VIOLATION,2003,5383657
36,PUBLIC PEACE VIOLATION,2004,3554223
36,PUBLIC PEACE VIOLATION,2005,16475724
36,PUBLIC PEACE VIOLATION,2006,10150348
36,PUBLIC PEACE VIOLATION,2007,5903071
36,PUBLIC PEACE VIOLATION,2008,6378102
36,PUBLIC PEACE VIOLATION,2009,34733161
36,PUBLIC PEACE VIOLATION,2010,22823109
36,PUBLIC PEACE VIOLATION,2011,24307897
36,PUBLIC PEACE VIOLATION,2012,69708280
36,PUBLIC PEACE VIOLATION,2013,91881927
36,PUBLIC PEACE VIOLATION,2014,19310283
36,PUBLIC PEACE VIOLATION,2015,20303767
36,PUBLIC PEACE VIOLATION,2016,10367666
36,PUBLIC PEACE VIOLATION,2017,11005940
36,ROBBERY,2002,41536963
36,ROBBERY,2003,74154013
36,ROBBERY,2004,67420351
36,ROBBERY,2005,141964300
36,ROBBERY,2006,115992221
36,ROBBERY,2007,152413624
36,ROBBERY,2008,165651406
36,ROBBERY,2009,232458761
36,ROBBERY,2010,175307817
36,ROBBERY,2011,195144744
36,ROBBERY,2012,234872180
36,ROBBERY,2013,203416923
36,ROBBERY,2014,232433521
36,ROBBERY,2015,275188303
36,ROBBERY,2016,242578438
36,ROBBERY,2017,297806421
36,ROBBERY,2018,101441041
36,SEX OFFENSE,2002,8705664
36,SEX OFFENSE,2003,5104512
36,SEX OFFENSE,2004,11894965
36,SEX OFFENSE,2005,19953914
36,SEX OFFENSE,2006,19396675
36,SEX OFFENSE,2007,22057669
36,SEX OFFENSE,2008,25210365
36,SEX OFFENSE,2009,13842774
36,SEX OFFENSE,2010,22756384
36,SEX OFFENSE,2011,24404373
36,SEX OFFENSE,2012,52741818
36,SEX OFFENSE,2013,9212482
36,SEX OFFENSE,2014,21095248
36,SEX OFFENSE,2015,31549008
36,SEX OFFENSE,2016,20895369
36,SEX OFFENSE,2017,66409451
36,SEX OFFENSE,2018,11273815
36,STALKING,2007,17432260
36,STALKING,2009,6922609
36,STALKING,2010,8064801
36,STALKING,2011,8284318
36,STALKING,2013,9370314
36,STALKING,2016,10787036
36,THEFT,2001,11994653
36,THEFT,2002,250994067
36,THEFT,2003,369268273
36,THEFT,2004,508278844
36,THEFT,2005,518176984
36,THEFT,2006,524981443
36,THEFT,2007,896522172
36,THEFT,2008,894894875
36,THEFT,2009,972041609
36,THEFT,2010,1331139425
36,THEFT,2011,1226756149
36,THEFT,2012,1411762743
36,THEFT,2013,1106703697
36,THEFT,2014,1098312894
36,THEFT,2015,1420510092
36,THEFT,2016,2015947280
36,THEFT,2017,1583894982
36,THEFT,2018,563449486
36,WEAPONS VIOLATION,2002,9269527
36,WEAPONS VIOLATION,2003,31658615
36,WEAPONS VIOLATION,2004,24413093
36,WEAPONS VIOLATION,2005,8472291
36,WEAPONS VIOLATION,2006,14031122
36,WEAPONS VIOLATION,2007,28807205
36,WEAPONS VIOLATION,2008,58713317
36,WEAPONS VIOLATION,2009,13919690
36,WEAPONS VIOLATION,2010,68387915
36,WEAPONS VIOLATION,2011,81797711
36,WEAPONS VIOLATION,2012,94903992
36,WEAPONS VIOLATION,2013,72871956
36,WEAPONS VIOLATION,2014,87382748
36,WEAPONS VIOLATION,2015,71335147
36,WEAPONS VIOLATION,2016,137042556
36,WEAPONS VIOLATION,2017,55290341
37,ARSON,2002,4345197
37,ARSON,2003,3274182
37,ARSON,2004,3514057
37,ARSON,2006,4847899
37,ARSON,2007,16866660
37,ARSON,2009,13542552
37,ARSON,2010,7739809
37,ARSON,2011,7990210
37,ARSON,2012,8924961
37,ARSON,2014,29226101
37,ARSON,2015,20234488
37,ARSON,2016,20888004
37,ARSON,2017,21976919
37,ASSAULT,2002,168594592
37,ASSAULT,2003,338361970
37,ASSAULT,2004,305359046
37,ASSAULT,2005,438925500
37,ASSAULT,2006,542501899
37,ASSAULT,2007,515547846
37,ASSAULT,2008,585173256
37,ASSAULT,2009,488165998
37,ASSAULT,2010,532241165
37,ASSAULT,2011,588455110
37,ASSAULT,2012,704603062
37,ASSAULT,2013,664450946
37,ASSAULT,2014,545201154
37,ASSAULT,2015,567002748
37,ASSAULT,2016,1005246399
37,ASSAULT,2017,935771993
37,ASSAULT,2018,314943609
37,BATTERY,2002,556259032
37,BATTERY,2003,857573727
37,BATTERY,2004,856030428
37,BATTERY,2005,1237393612
37,BATTERY,2006,1532765404
37,BATTERY,2007,1688571759
37,BATTERY,2008,1618430370
37,BATTERY,2009,1559620253
37,BATTERY,2010,1607949723
37,BATTERY,2011,1531377586
37,BATTERY,2012,1518796474
37,BATTERY,2013,1737409938
37,BATTERY,2014,1560464899
37,BATTERY,2015,1714963273
37,BATTERY,2016,1811960434
37,BATTERY,2017,1730219114
37,BATTERY,2018,630785080
37,BURGLARY,2002,131759335
37,BURGLARY,2003,190957011
37,BURGLARY,2004,190364964
37,BURGLARY,2005,302007117
37,BURGLARY,2006,276980628
37,BURGLARY,2007,297295107
37,BURGLARY,2008,317264987
37,BURGLARY,2009,158882004
37,BURGLARY,2010,359683375
37,BURGLARY,2011,531112024
37,BURGLARY,2012,331864614
37,BURGLARY,2013,331914249
37,BURGLARY,2014,309996436
37,BURGLARY,2015,324875730
37,BURGLARY,2016,223272554
37,BURGLARY,2017,242430010
37,BURGLARY,2018,56358898
37,CRIM SEXUAL ASSAULT,2002,25739290
37,CRIM SEXUAL ASSAULT,2003,16921968
37,CRIM SEXUAL ASSAULT,2004,14073897
37,CRIM SEXUAL ASSAULT,2005,17596788
37,CRIM SEXUAL ASSAULT,2006,53861166
37,CRIM SEXUAL ASSAULT,2007,11218774
37,CRIM SEXUAL ASSAULT,2008,18774867
37,CRIM SEXUAL ASSAULT,2009,42203576
37,CRIM SEXUAL ASSAULT,2010,30669841
37,CRIM SEXUAL ASSAULT,2011,33793572
37,CRIM SEXUAL ASSAULT,2012,8813284
37,CRIM SEXUAL ASSAULT,2013,9272049
37,CRIM SEXUAL ASSAULT,2014,48282815
37,CRIM SEXUAL ASSAULT,2015,41000779
37,CRIM SEXUAL ASSAULT,2016,85765985
37,CRIM SEXUAL ASSAULT,2017,22050725
37,CRIM SEXUAL ASSAULT,2018,22487349
37,CRIMINAL DAMAGE,2002,213823502
37,CRIMINAL DAMAGE,2003,350284986
37,CRIMINAL DAMAGE,2004,446946609
37,CRIMINAL DAMAGE,2005,566094348
37,CRIMINAL DAMAGE,2006,791706077
37,CRIMINAL DAMAGE,2007,837053119
37,CRIMINAL DAMAGE,2008,759961965
37,CRIMINAL DAMAGE,2009,646985943
37,CRIMINAL DAMAGE,2010,622967566
37,CRIMINAL DAMAGE,2011,882686768
37,CRIMINAL DAMAGE,2012,870194609
37,CRIMINAL DAMAGE,2013,846110837
37,CRIMINAL DAMAGE,2014,756583585
37,CRIMINAL DAMAGE,2015,863792380
37,CRIMINAL DAMAGE,2016,964274242
37,CRIMINAL DAMAGE,2017,966626589
37,CRIMINAL DAMAGE,2018,383084174
37,CRIMINAL TRESPASS,2001,1797876
37,CRIMINAL TRESPASS,2002,143221461
37,CRIMINAL TRESPASS,2003,290302499
37,CRIMINAL TRESPASS,2004,307684991
37,CRIMINAL TRESPASS,2005,229445563
37,CRIMINAL TRESPASS,2006,361738863
37,CRIMINAL TRESPASS,2007,507301938
37,CRIMINAL TRESPASS,2008,499096794
37,CRIMINAL TRESPASS,2009,466308830
37,CRIMINAL TRESPASS,2010,495439921
37,CRIMINAL TRESPASS,2011,356165196
37,CRIMINAL TRESPASS,2012,339683992
37,CRIMINAL TRESPASS,2013,414499028
37,CRIMINAL TRESPASS,2014,451903409
37,CRIMINAL TRESPASS,2015,262533772
37,CRIMINAL TRESPASS,2016,371456084
37,CRIMINAL TRESPASS,2017,364220161
37,CRIMINAL TRESPASS,2018,292932811
37,DECEPTIVE PRACTICE,2002,55330867
37,DECEPTIVE PRACTICE,2003,105683540
37,DECEPTIVE PRACTICE,2004,158344516
37,DECEPTIVE PRACTICE,2005,175187043
37,DECEPTIVE PRACTICE,2006,212516561
37,DECEPTIVE PRACTICE,2007,397967423
37,DECEPTIVE PRACTICE,2008,296117727
37,DECEPTIVE PRACTICE,2009,386204902
37,DECEPTIVE PRACTICE,2010,262170132
37,DECEPTIVE PRACTICE,2011,410169898
37,DECEPTIVE PRACTICE,2012,1405517084
37,DECEPTIVE PRACTICE,2013,648230919
37,DECEPTIVE PRACTICE,2014,652150282
37,DECEPTIVE PRACTICE,2015,509224355
37,DECEPTIVE PRACTICE,2016,553245862
37,DECEPTIVE PRACTICE,2017,528123038
37,DECEPTIVE PRACTICE,2018,236645050
37,GAMBLING,2002,20261470
37,GAMBLING,2003,17208429
37,GAMBLING,2004,7052189
37,GAMBLING,2005,12795458
37,GAMBLING,2006,50635177
37,GAMBLING,2007,45145962
37,GAMBLING,2008,25490405
37,GAMBLING,2009,6754162
37,GAMBLING,2011,24344308
37,GAMBLING,2013,18241313
37,GAMBLING,2016,10625801
37,HOMICIDE,2001,1174
37,HOMICIDE,2002,3216
37,HOMICIDE,2003,6549
37,HOMICIDE,2004,11559
37,HOMICIDE,2005,3268
37,HOMICIDE,2006,7311
37,HOMICIDE,2007,4275
37,HOMICIDE,2008,4630
37,HOMICIDE,2009,19207
37,HOMICIDE,2010,38650
37,HOMICIDE,2011,19963
37,HOMICIDE,2012,20719
37,HOMICIDE,2014,21406
37,HOMICIDE,2015,66378
37,HOMICIDE,2016,112883
37,HOMICIDE,2017,46583
37,HOMICIDE,2018,23759
37,INTERFERENCE WITH PUBLIC OFFICER,2002,4395589
37,INTERFERENCE WITH PUBLIC OFFICER,2003,5393179
37,INTERFERENCE WITH PUBLIC OFFICER,2004,23931427
37,INTERFERENCE WITH PUBLIC OFFICER,2005,11603296
37,INTERFERENCE WITH PUBLIC OFFICER,2006,34386512
37,INTERFERENCE WITH PUBLIC OFFICER,2007,33606071
37,INTERFERENCE WITH PUBLIC OFFICER,2008,18992704
37,INTERFERENCE WITH PUBLIC OFFICER,2009,21004564
37,INTERFERENCE WITH PUBLIC OFFICER,2010,22543403
37,INTERFERENCE WITH PUBLIC OFFICER,2011,48516826
37,INTERFERENCE WITH PUBLIC OFFICER,2012,61210784
37,INTERFERENCE WITH PUBLIC OFFICER,2013,27791696
37,INTERFERENCE WITH PUBLIC OFFICER,2014,48121265
37,INTERFERENCE WITH PUBLIC OFFICER,2015,103218430
37,INTERFERENCE WITH PUBLIC OFFICER,2016,63627690
37,INTERFERENCE WITH PUBLIC OFFICER,2017,99228277
37,INTERFERENCE WITH PUBLIC OFFICER,2018,67560039
37,INTIMIDATION,2002,5032853
37,INTIMIDATION,2003,8771648
37,INTIMIDATION,2004,14129695
37,INTIMIDATION,2005,8487344
37,INTIMIDATION,2006,4691766
37,INTIMIDATION,2007,11416886
37,INTIMIDATION,2008,31897053
37,INTIMIDATION,2009,13543568
37,INTIMIDATION,2011,8028390
37,INTIMIDATION,2012,26931884
37,INTIMIDATION,2013,27696771
37,INTIMIDATION,2014,9744164
37,INTIMIDATION,2015,10138127
37,INTIMIDATION,2017,21863189
37,KIDNAPPING,2002,2353254
37,KIDNAPPING,2003,2770502
37,KIDNAPPING,2004,3670075
37,KIDNAPPING,2005,8400629
37,KIDNAPPING,2006,4622053
37,KIDNAPPING,2008,18809564
37,KIDNAPPING,2009,6883796
37,KIDNAPPING,2013,9190648
37,KIDNAPPING,2014,9759669
37,KIDNAPPING,2015,10205805
37,KIDNAPPING,2018,11211025
37,LIQUOR LAW VIOLATION,2002,9332026
37,LIQUOR LAW VIOLATION,2003,2873835
37,LIQUOR LAW VIOLATION,2004,6990768
37,LIQUOR LAW VIOLATION,2005,4272704
37,LIQUOR LAW VIOLATION,2007,5244441
37,LIQUOR LAW VIOLATION,2008,6025525
37,LIQUOR LAW VIOLATION,2012,8602281
37,LIQUOR LAW VIOLATION,2013,9189044
37,LIQUOR LAW VIOLATION,2014,9485970
37,MOTOR VEHICLE THEFT,2001,6426922
37,MOTOR VEHICLE THEFT,2002,114927249
37,MOTOR VEHICLE THEFT,2003,141892070
37,MOTOR VEHICLE THEFT,2004,241348076
37,MOTOR VEHICLE THEFT,2005,351833569
37,MOTOR VEHICLE THEFT,2006,473386462
37,MOTOR VEHICLE THEFT,2007,212026901
37,MOTOR VEHICLE THEFT,2008,302359885
37,MOTOR VEHICLE THEFT,2009,268830598
37,MOTOR VEHICLE THEFT,2010,682146143
37,MOTOR VEHICLE THEFT,2011,540544596
37,MOTOR VEHICLE THEFT,2012,521809534
37,MOTOR VEHICLE THEFT,2013,430837740
37,MOTOR VEHICLE THEFT,2014,317797365
37,MOTOR VEHICLE THEFT,2015,284023844
37,MOTOR VEHICLE THEFT,2016,443656973
37,MOTOR VEHICLE THEFT,2017,474434635
37,MOTOR VEHICLE THEFT,2018,258880508
37,NARCOTICS,2002,751044104
37,NARCOTICS,2003,1836251143
37,NARCOTICS,2004,1079827278
37,NARCOTICS,2005,769901226
37,NARCOTICS,2006,1258821075
37,NARCOTICS,2007,1320329462
37,NARCOTICS,2008,1547797816
37,NARCOTICS,2009,1482804970
37,NARCOTICS,2010,1653529772
37,NARCOTICS,2011,1086671303
37,NARCOTICS,2012,1076889530
37,NARCOTICS,2013,1543645898
37,NARCOTICS,2014,1088753091
37,NARCOTICS,2015,740068044
37,NARCOTICS,2016,379268033
37,NARCOTICS,2017,375104516
37,NARCOTICS,2018,67425413
37,NON - CRIMINAL,2015,10064717
37,NON-CRIMINAL,2015,10316326
37,NON-CRIMINAL (SUBJECT SPECIFIED),2016,10371674
37,OBSCENITY,2016,10723043
37,OFFENSE INVOLVING CHILDREN,2002,12215927
37,OFFENSE INVOLVING CHILDREN,2003,26239786
37,OFFENSE INVOLVING CHILDREN,2004,38668152
37,OFFENSE INVOLVING CHILDREN,2005,12690888
37,OFFENSE INVOLVING CHILDREN,2006,38269674
37,OFFENSE INVOLVING CHILDREN,2007,73259394
37,OFFENSE INVOLVING CHILDREN,2008,64398290
37,OFFENSE INVOLVING CHILDREN,2009,34753715
37,OFFENSE INVOLVING CHILDREN,2010,226613075
37,OFFENSE INVOLVING CHILDREN,2011,72131726
37,OFFENSE INVOLVING CHILDREN,2012,69827225
37,OFFENSE INVOLVING CHILDREN,2013,110234257
37,OFFENSE INVOLVING CHILDREN,2014,233973360
37,OFFENSE INVOLVING CHILDREN,2015,90867496
37,OFFENSE INVOLVING CHILDREN,2016,138143707
37,OFFENSE INVOLVING CHILDREN,2017,109495149
37,OTHER OFFENSE,2002,94935730
37,OTHER OFFENSE,2003,166838758
37,OTHER OFFENSE,2004,167408563
37,OTHER OFFENSE,2005,260944394
37,OTHER OFFENSE,2006,199192201
37,OTHER OFFENSE,2007,237693981
37,OTHER OFFENSE,2008,312933801
37,OTHER OFFENSE,2009,369814498
37,OTHER OFFENSE,2010,335077914
37,OTHER OFFENSE,2011,394265790
37,OTHER OFFENSE,2012,400978503
37,OTHER OFFENSE,2013,453239090
37,OTHER OFFENSE,2014,464720775
37,OTHER OFFENSE,2015,495746522
37,OTHER OFFENSE,2016,317546748
37,OTHER OFFENSE,2017,474630898
37,OTHER OFFENSE,2018,179889300
37,PROSTITUTION,2002,2245225
37,PROSTITUTION,2003,5286017
37,PROSTITUTION,2004,24138924
37,PROSTITUTION,2005,42182409
37,PROSTITUTION,2006,47004673
37,PROSTITUTION,2007,10881546
37,PROSTITUTION,2008,12338206
37,PROSTITUTION,2009,6862403
37,PROSTITUTION,2014,9765872
37,PUBLIC INDECENCY,2012,8804108
37,PUBLIC PEACE VIOLATION,2002,16143916
37,PUBLIC PEACE VIOLATION,2003,22324106
37,PUBLIC PEACE VIOLATION,2004,9992230
37,PUBLIC PEACE VIOLATION,2005,42135881
37,PUBLIC PEACE VIOLATION,2006,53500456
37,PUBLIC PEACE VIOLATION,2007,90913117
37,PUBLIC PEACE VIOLATION,2008,75652355
37,PUBLIC PEACE VIOLATION,2009,83390859
37,PUBLIC PEACE VIOLATION,2010,76725741
37,PUBLIC PEACE VIOLATION,2011,24138558
37,PUBLIC PEACE VIOLATION,2012,69591183
37,PUBLIC PEACE VIOLATION,2013,82667676
37,PUBLIC PEACE VIOLATION,2014,107333037
37,PUBLIC PEACE VIOLATION,2015,61265206
37,PUBLIC PEACE VIOLATION,2016,31942193
37,PUBLIC PEACE VIOLATION,2017,10969958
37,PUBLIC PEACE VIOLATION,2018,45160172
37,ROBBERY,2002,110437759
37,ROBBERY,2003,185587350
37,ROBBERY,2004,247563135
37,ROBBERY,2005,297548913
37,ROBBERY,2006,269337214
37,ROBBERY,2007,254395258
37,ROBBERY,2008,567821474
37,ROBBERY,2009,357540491
37,ROBBERY,2010,432869555
37,ROBBERY,2011,843577862
37,ROBBERY,2012,773159732
37,ROBBERY,2013,514356238
37,ROBBERY,2014,513269122
37,ROBBERY,2015,517201452
37,ROBBERY,2016,583812180
37,ROBBERY,2017,648904335
37,ROBBERY,2018,90158002
37,SEX OFFENSE,2002,4525186
37,SEX OFFENSE,2003,5679391
37,SEX OFFENSE,2004,24101601
37,SEX OFFENSE,2005,24346324
37,SEX OFFENSE,2006,24144028
37,SEX OFFENSE,2007,5365803
37,SEX OFFENSE,2008,25303663
37,SEX OFFENSE,2009,6913517
37,SEX OFFENSE,2010,22341146
37,SEX OFFENSE,2011,24038972
37,SEX OFFENSE,2012,34198885
37,SEX OFFENSE,2015,30584318
37,SEX OFFENSE,2016,32107343
37,SEX OFFENSE,2017,32832380
37,STALKING,2002,2333047
37,STALKING,2003,5535813
37,STALKING,2004,3547288
37,STALKING,2005,4267864
37,STALKING,2009,7137201
37,STALKING,2010,7588263
37,STALKING,2012,8644339
37,STALKING,2014,9459474
37,STALKING,2017,11005167
37,STALKING,2018,11306935
37,THEFT,2001,6462362
37,THEFT,2002,532757892
37,THEFT,2003,816185846
37,THEFT,2004,962882930
37,THEFT,2005,903208450
37,THEFT,2006,1137221630
37,THEFT,2007,1325275606
37,THEFT,2008,1685401322
37,THEFT,2009,1518984804
37,THEFT,2010,1689501625
37,THEFT,2011,2084136339
37,THEFT,2012,2192389669
37,THEFT,2013,1870790347
37,THEFT,2014,1709226069
37,THEFT,2015,1600597591
37,THEFT,2016,2534597648
37,THEFT,2017,2312939054
37,THEFT,2018,529374462
37,WEAPONS VIOLATION,2002,25938185
37,WEAPONS VIOLATION,2003,41349148
37,WEAPONS VIOLATION,2004,55773041
37,WEAPONS VIOLATION,2005,61660844
37,WEAPONS VIOLATION,2006,73697169
37,WEAPONS VIOLATION,2007,89516938
37,WEAPONS VIOLATION,2008,140454102
37,WEAPONS VIOLATION,2009,154774002
37,WEAPONS VIOLATION,2010,136792798
37,WEAPONS VIOLATION,2011,204010287
37,WEAPONS VIOLATION,2012,217389065
37,WEAPONS VIOLATION,2013,164639384
37,WEAPONS VIOLATION,2014,125537497
37,WEAPONS VIOLATION,2015,242853584
37,WEAPONS VIOLATION,2016,158463563
37,WEAPONS VIOLATION,2017,274636160
37,WEAPONS VIOLATION,2018,112382847
38,ARSON,2002,27092558
38,ARSON,2003,31249329
38,ARSON,2004,30989095
38,ARSON,2005,20428575
38,ARSON,2006,34529703
38,ARSON,2007,11300031
38,ARSON,2008,25724325
38,ARSON,2009,21592408
38,ARSON,2010,37877152
38,ARSON,2011,23935111
38,ARSON,2012,8705847
38,ARSON,2013,9064642
38,ARSON,2014,19378965
38,ARSON,2015,40786704
38,ARSON,2016,10364856
38,ARSON,2017,11107572
38,ASSAULT,2002,1047246124
38,ASSAULT,2003,1472333075
38,ASSAULT,2004,1717841226
38,ASSAULT,2005,1895876975
38,ASSAULT,2006,2095551221
38,ASSAULT,2007,2381009288
38,ASSAULT,2008,2492364665
38,ASSAULT,2009,2261541831
38,ASSAULT,2010,2607382934
38,ASSAULT,2011,3100686344
38,ASSAULT,2012,2722530608
38,ASSAULT,2013,2914692881
38,ASSAULT,2014,2747423055
38,ASSAULT,2015,2251868262
38,ASSAULT,2016,2773633828
38,ASSAULT,2017,3150420338
38,ASSAULT,2018,1171184047
38,BATTERY,2001,8455876
38,BATTERY,2002,3900971226
38,BATTERY,2003,5575215047
